value,state,date
-37.84,New Jersey,2021-03-04
-31.25,New Jersey,2021-03-05
-28,New Jersey,2021-03-06
-22.39,New Jersey,2021-03-07
-39.14,New Jersey,2021-03-08
-32.26,New Jersey,2021-03-09
-26.37,New Jersey,2021-03-10
0.3,New Jersey,2021-03-11
-16.79,New Jersey,2021-03-12
-18.62,New Jersey,2021-03-13
-18.46,New Jersey,2021-03-14
-29.1,New Jersey,2021-03-15
-41.8,New Jersey,2021-03-16
-21.04,New Jersey,2021-03-17
-31.29,New Jersey,2021-03-18
-18.44,New Jersey,2021-03-19
-17.66,New Jersey,2021-03-20
-12.1,New Jersey,2021-03-21
-12.17,New Jersey,2021-03-22
-24.91,New Jersey,2021-03-23
-37.73,New Jersey,2021-03-24
-14.32,New Jersey,2021-03-25
-8.26,New Jersey,2021-03-26
-18.93,New Jersey,2021-03-27
-28.82,New Jersey,2021-03-28
-4.64,New Jersey,2021-03-29
3.79,New Jersey,2021-03-30
-20.3,New Jersey,2021-03-31
-6.66,New Jersey,2021-04-01
-11.21,New Jersey,2021-04-02
-28.98,New Jersey,2021-04-03
10.15,New Jersey,2021-04-04
3.54,New Jersey,2021-04-05
13.21,New Jersey,2021-04-06
-1.15,New Jersey,2021-04-07
21.47,New Jersey,2021-04-08
-7.08,New Jersey,2021-04-09
-12.96,New Jersey,2021-04-10
-28.05,New Jersey,2021-04-11
-28.1,New Jersey,2021-04-12
-21.94,New Jersey,2021-04-13
-19.57,New Jersey,2021-04-14
-37,New Jersey,2021-04-15
-7.39,New Jersey,2021-04-16
-40.56,New Jersey,2021-04-17
-42.58,New Jersey,2021-04-18
-16.61,New Jersey,2021-04-19
-5,New Jersey,2021-04-20
-33.99,New Jersey,2021-04-21
-18.88,New Jersey,2021-04-22
10.71,New Jersey,2021-04-23
0.86,New Jersey,2021-04-24
-14.44,New Jersey,2021-04-25
-1.31,New Jersey,2021-04-26
-4.44,New Jersey,2021-04-27
32.12,New Jersey,2021-04-28
-7.33,New Jersey,2021-04-29
-2.14,New Jersey,2021-04-30
-4.16,New Jersey,2021-05-01
6.97,New Jersey,2021-05-02
-17.71,New Jersey,2021-05-03
-12.63,New Jersey,2021-05-04
-13.12,New Jersey,2021-05-05
8.09,New Jersey,2021-05-06
-6.49,New Jersey,2021-05-07
-21.11,New Jersey,2021-05-08
-21.78,New Jersey,2021-05-09
0.3,New Jersey,2021-05-10
-9.33,New Jersey,2021-05-11
-8.13,New Jersey,2021-05-12
-0.83,New Jersey,2021-05-13
1.75,New Jersey,2021-05-14
-4.01,New Jersey,2021-05-15
-7.33,New Jersey,2021-05-16
-11.46,New Jersey,2021-05-17
4.35,New Jersey,2021-05-18
7.11,New Jersey,2021-05-19
5.7,New Jersey,2021-05-20
2.46,New Jersey,2021-05-21
8.22,New Jersey,2021-05-22
-9.36,New Jersey,2021-05-23
-35.08,New Jersey,2021-05-24
77.03,New Jersey,2021-05-25
38.31,New Jersey,2021-05-26
54.65,New Jersey,2021-05-27
-5.48,New Jersey,2021-05-28
-14.56,New Jersey,2021-05-29
7.03,New Jersey,2021-05-30
29.1,New Jersey,2021-05-31
-23.88,New Jersey,2021-06-01
-6.96,New Jersey,2021-06-02
-12.57,New Jersey,2021-06-03
-9.93,New Jersey,2021-06-04
-0.81,New Jersey,2021-06-05
0.98,New Jersey,2021-06-06
13.66,New Jersey,2021-06-07
-8.52,New Jersey,2021-06-08
-2.68,New Jersey,2021-06-09
14.08,New Jersey,2021-06-10
-4.28,New Jersey,2021-06-11
-4.62,New Jersey,2021-06-12
-37.71,New Jersey,2021-06-13
-6.79,New Jersey,2021-06-14
4.76,New Jersey,2021-06-15
12.48,New Jersey,2021-06-16
10.35,New Jersey,2021-06-17
9.09,New Jersey,2021-06-18
4.27,New Jersey,2021-06-19
57.97,New Jersey,2021-06-20
4.4,New Jersey,2021-06-21
-8.3,New Jersey,2021-06-22
19.7,New Jersey,2021-06-23
21.14,New Jersey,2021-06-24
12.3,New Jersey,2021-06-25
5.97,New Jersey,2021-06-26
7.77,New Jersey,2021-06-27
4.17,New Jersey,2021-06-28
-58.13,New Jersey,2021-06-29
-4.62,New Jersey,2021-06-30
19.83,New Jersey,2021-07-01
1.06,New Jersey,2021-07-02
-0.69,New Jersey,2021-07-03
-14.48,New Jersey,2021-07-04
55.53,New Jersey,2021-07-05
12.19,New Jersey,2021-07-06
11.87,New Jersey,2021-07-07
9.82,New Jersey,2021-07-08
4.81,New Jersey,2021-07-09
2.57,New Jersey,2021-07-10
4.22,New Jersey,2021-07-11
0.38,New Jersey,2021-07-12
1.42,New Jersey,2021-07-13
10.67,New Jersey,2021-07-14
25.79,New Jersey,2021-07-15
8.44,New Jersey,2021-07-16
-1.03,New Jersey,2021-07-17
6.48,New Jersey,2021-07-18
20.01,New Jersey,2021-07-19
9.61,New Jersey,2021-07-20
-0.29,New Jersey,2021-07-21
12.43,New Jersey,2021-07-22
7.03,New Jersey,2021-07-23
1.23,New Jersey,2021-07-24
6.7,New Jersey,2021-07-25
5.43,New Jersey,2021-07-26
6.29,New Jersey,2021-07-27
22.35,New Jersey,2021-07-28
-5.13,New Jersey,2021-07-29
10.21,New Jersey,2021-07-30
4.31,New Jersey,2021-07-31
4.41,New Jersey,2021-08-01
8.89,New Jersey,2021-08-02
4.96,New Jersey,2021-08-03
15.21,New Jersey,2021-08-04
8.09,New Jersey,2021-08-05
3.76,New Jersey,2021-08-06
-1.84,New Jersey,2021-08-07
3.26,New Jersey,2021-08-08
-5.8,New Jersey,2021-08-09
4.16,New Jersey,2021-08-10
2.19,New Jersey,2021-08-11
0.98,New Jersey,2021-08-12
-0.76,New Jersey,2021-08-13
-0.72,New Jersey,2021-08-14
10.17,New Jersey,2021-08-15
0.52,New Jersey,2021-08-16
-0.16,New Jersey,2021-08-17
4.27,New Jersey,2021-08-18
9.58,New Jersey,2021-08-19
4.16,New Jersey,2021-08-20
-3.83,New Jersey,2021-08-21
-22.32,New Jersey,2021-08-22
0.25,New Jersey,2021-08-23
10.35,New Jersey,2021-08-24
16.92,New Jersey,2021-08-25
9.01,New Jersey,2021-08-26
-1.91,New Jersey,2021-08-27
1.67,New Jersey,2021-08-28
-13.88,New Jersey,2021-08-29
-10.31,New Jersey,2021-08-30
46.29,New Jersey,2021-08-31
-8.91,New Jersey,2021-09-01
34.64,New Jersey,2021-09-02
29.53,New Jersey,2021-09-03
-2.47,New Jersey,2021-09-04
40.32,New Jersey,2021-09-05
82.39,New Jersey,2021-09-06
-0.13,New Jersey,2021-09-07
-8.13,New Jersey,2021-09-08
-6.54,New Jersey,2021-09-09
2.81,New Jersey,2021-09-10
4.09,New Jersey,2021-09-11
6.46,New Jersey,2021-09-12
11.68,New Jersey,2021-09-13
10.25,New Jersey,2021-09-14
6.51,New Jersey,2021-09-15
10.61,New Jersey,2021-09-16
-2.21,New Jersey,2021-09-17
1.59,New Jersey,2021-09-18
15.01,New Jersey,2021-09-19
7.23,New Jersey,2021-09-20
0.4,New Jersey,2021-09-21
-4.79,New Jersey,2021-09-22
-16.08,New Jersey,2021-09-23
6.01,New Jersey,2021-09-24
4.25,New Jersey,2021-09-25
15.36,New Jersey,2021-09-26
0.65,New Jersey,2021-09-27
-1.74,New Jersey,2021-09-28
12.45,New Jersey,2021-09-29
24.44,New Jersey,2021-09-30
11.46,New Jersey,2021-10-01
7.96,New Jersey,2021-10-02
29.75,New Jersey,2021-10-03
25.22,New Jersey,2021-10-04
-2.12,New Jersey,2021-10-05
14.36,New Jersey,2021-10-06
15.03,New Jersey,2021-10-07
11.2,New Jersey,2021-10-08
-2.18,New Jersey,2021-10-09
-6.07,New Jersey,2021-10-10
-3.82,New Jersey,2021-10-11
-5.85,New Jersey,2021-10-12
20.72,New Jersey,2021-10-13
16.25,New Jersey,2021-10-14
16,New Jersey,2021-10-15
3.31,New Jersey,2021-10-16
28.09,New Jersey,2021-10-17
-6.24,New Jersey,2021-10-18
-2.49,New Jersey,2021-10-19
4.9,New Jersey,2021-10-20
9.2,New Jersey,2021-10-21
13.92,New Jersey,2021-10-22
4.76,New Jersey,2021-10-23
29.83,New Jersey,2021-10-24
-3.39,New Jersey,2021-10-25
-25.84,New Jersey,2021-10-26
13.68,New Jersey,2021-10-27
69.16,New Jersey,2021-10-28
-9.77,New Jersey,2021-10-29
-13.1,New Jersey,2021-10-30
-25.66,New Jersey,2021-10-31
4,New Jersey,2021-11-01
-3.17,New Jersey,2021-11-02
-3.12,New Jersey,2021-11-03
3.74,New Jersey,2021-11-04
4.05,New Jersey,2021-11-05
0.6,New Jersey,2021-11-06
-0.31,New Jersey,2021-11-07
-22.92,New Jersey,2021-11-08
17.44,New Jersey,2021-11-09
14.86,New Jersey,2021-11-10
28.27,New Jersey,2021-11-11
-0.75,New Jersey,2021-11-12
-0.01,New Jersey,2021-11-13
18.28,New Jersey,2021-11-14
-3.14,New Jersey,2021-11-15
-4.4,New Jersey,2021-11-16
1.22,New Jersey,2021-11-17
13.03,New Jersey,2021-11-18
2.08,New Jersey,2021-11-19
-0.07,New Jersey,2021-11-20
17.66,New Jersey,2021-11-21
-6.53,New Jersey,2021-11-22
3.35,New Jersey,2021-11-23
-2.45,New Jersey,2021-11-24
-22.05,New Jersey,2021-11-25
-10.14,New Jersey,2021-11-26
-2.21,New Jersey,2021-11-27
45.67,New Jersey,2021-11-28
54.7,New Jersey,2021-11-29
-14.22,New Jersey,2021-11-30
-13.36,New Jersey,2021-12-01
-10.69,New Jersey,2021-12-02
-5.83,New Jersey,2021-12-03
-3.96,New Jersey,2021-12-04
-5.05,New Jersey,2021-12-05
-18.41,New Jersey,2021-12-06
-17.75,New Jersey,2021-12-07
-14.64,New Jersey,2021-12-08
-18.29,New Jersey,2021-12-09
-2.88,New Jersey,2021-12-10
0.07,New Jersey,2021-12-11
0.92,New Jersey,2021-12-12
-21.77,New Jersey,2021-12-13
-10.8,New Jersey,2021-12-14
-14.06,New Jersey,2021-12-15
-11.9,New Jersey,2021-12-16
-6.43,New Jersey,2021-12-17
0.01,New Jersey,2021-12-18
-3.1,New Jersey,2021-12-19
-43,New Jersey,2021-12-20
-49.88,New Jersey,2021-12-21
79.11,New Jersey,2021-12-22
-8.67,New Jersey,2021-12-23
-31.51,New Jersey,2021-12-24
-82.9,New Jersey,2021-12-25
-21.45,New Jersey,2021-12-26
-24.1,New Jersey,2021-12-27
-63.13,New Jersey,2021-12-28
30.92,New Jersey,2021-12-29
91.07,New Jersey,2021-12-30
35.72,New Jersey,2021-12-31
-58.71,New Jersey,2022-01-01
-29.14,New Jersey,2022-01-02
-45.54,New Jersey,2022-01-03
-40.63,New Jersey,2022-01-04
-46.59,New Jersey,2022-01-05
-36.46,New Jersey,2022-01-06
-47.23,New Jersey,2022-01-07
-27.19,New Jersey,2022-01-08
-21.74,New Jersey,2022-01-09
-35.7,New Jersey,2022-01-10
-40.88,New Jersey,2022-01-11
-35.75,New Jersey,2022-01-12
-25.69,New Jersey,2022-01-13
-12.22,New Jersey,2022-01-14
3.2,New Jersey,2022-01-15
6.87,New Jersey,2022-01-16
-7.73,New Jersey,2022-01-17
-24.68,New Jersey,2022-01-18
-23.51,New Jersey,2022-01-19
-25.03,New Jersey,2022-01-20
-17.31,New Jersey,2022-01-21
-16.78,New Jersey,2022-01-22
-23.45,New Jersey,2022-01-23
-26.71,New Jersey,2022-01-24
-14.47,New Jersey,2022-01-25
-4.74,New Jersey,2022-01-26
-1.62,New Jersey,2022-01-27
-27.32,New Jersey,2022-01-28
-76.29,New Jersey,2022-01-29
22.76,New Jersey,2022-01-30
-13.09,New Jersey,2022-01-31
-26.82,New Jersey,2022-02-01
-13.89,New Jersey,2022-02-02
48.21,New Jersey,2022-02-03
-28.18,New Jersey,2022-02-04
-6.31,New Jersey,2022-02-05
-4.06,New Jersey,2022-02-06
-18.14,New Jersey,2022-02-07
55.51,New Jersey,2022-02-08
-22.94,New Jersey,2022-02-09
-65.26,New Jersey,2022-02-10
-8.08,New Jersey,2022-02-11
-2.07,New Jersey,2022-02-12
-47.69,New Jersey,2022-02-13
119.86,New Jersey,2022-02-14
1.94,New Jersey,2022-02-15
106.52,New Jersey,2022-02-16
-5.08,New Jersey,2022-02-17
-1.64,New Jersey,2022-02-18
-3.22,New Jersey,2022-02-19
35.56,New Jersey,2022-02-20
73.93,New Jersey,2022-02-21
-9.93,New Jersey,2022-02-22
2.65,New Jersey,2022-02-23
-9.84,New Jersey,2022-02-24
-2.98,New Jersey,2022-02-25
5,New Jersey,2022-02-26
15.35,New Jersey,2022-02-27
-7.89,New Jersey,2022-02-28
-20.24,New Jersey,2022-03-01
-8.41,New Jersey,2022-03-02
-6.95,New Jersey,2022-03-03
-3.78,New Jersey,2022-03-04
-2.77,New Jersey,2022-03-05
5.29,New Jersey,2022-03-06
-9.54,New Jersey,2022-03-07
-11.82,New Jersey,2022-03-08
-22.96,New Jersey,2022-03-09
-1.29,New Jersey,2022-03-10
-3.51,New Jersey,2022-03-11
-26.95,New Jersey,2022-03-12
5.94,New Jersey,2022-03-13
3.98,New Jersey,2022-03-14
4.67,New Jersey,2022-03-15
1.56,New Jersey,2022-03-16
-0.14,New Jersey,2022-03-17
15.88,New Jersey,2022-03-18
0.42,New Jersey,2022-03-19
-5.98,New Jersey,2022-03-20
5.67,New Jersey,2022-03-21
-8.8,New Jersey,2022-03-22
-12.01,New Jersey,2022-03-23
-7.1,New Jersey,2022-03-24
2.15,New Jersey,2022-03-25
-6.82,New Jersey,2022-03-26
4.05,New Jersey,2022-03-27
-5.93,New Jersey,2022-03-28
-1.08,New Jersey,2022-03-29
-6.88,New Jersey,2022-03-30
-5.37,New Jersey,2022-03-31
8.7,New Jersey,2022-04-01
-4.17,New Jersey,2022-04-02
-14.44,New Jersey,2022-04-03
-8.42,New Jersey,2022-04-04
-4.02,New Jersey,2022-04-05
-12.12,New Jersey,2022-04-06
-11.74,New Jersey,2022-04-07
6.1,New Jersey,2022-04-08
-7.04,New Jersey,2022-04-09
1.69,New Jersey,2022-04-10
-3.59,New Jersey,2022-04-11
0.55,New Jersey,2022-04-12
3.11,New Jersey,2022-04-13
-0.89,New Jersey,2022-04-14
10.78,New Jersey,2022-04-15
2.14,New Jersey,2022-04-16
-11.85,New Jersey,2022-04-17
-3.39,New Jersey,2022-04-18
-15.64,New Jersey,2022-04-19
-5.87,New Jersey,2022-04-20
3.92,New Jersey,2022-04-21
26.3,New Jersey,2022-04-22
-2.54,New Jersey,2022-04-23
6.43,New Jersey,2022-04-24
-9.33,New Jersey,2022-04-25
-10.02,New Jersey,2022-04-26
6.11,New Jersey,2022-04-27
6.31,New Jersey,2022-04-28
7.31,New Jersey,2022-04-29
2.9,New Jersey,2022-04-30
9.93,New Jersey,2022-05-01
-6.87,New Jersey,2022-05-02
-13.85,New Jersey,2022-05-03
-10.31,New Jersey,2022-05-04
17.26,New Jersey,2022-05-05
-15.36,New Jersey,2022-05-06
-19.31,New Jersey,2022-05-07
-8.91,New Jersey,2022-05-08
4.83,New Jersey,2022-05-09
0.85,New Jersey,2022-05-10
-5.83,New Jersey,2022-05-11
-3.46,New Jersey,2022-05-12
-3.49,New Jersey,2022-05-13
-8.73,New Jersey,2022-05-14
0.56,New Jersey,2022-05-15
-19.18,New Jersey,2022-05-16
0.77,New Jersey,2022-05-17
2.7,New Jersey,2022-05-18
-1,New York,2020-02-18
11,New York,2020-02-19
1,New York,2020-02-20
-4,New York,2020-02-21
1,New York,2020-02-22
13,New York,2020-02-23
6,New York,2020-02-24
1,New York,2020-02-25
-1,New York,2020-02-26
-5,New York,2020-02-27
-2,New York,2020-02-28
-1,New York,2020-02-29
0,New York,2020-03-01
-7,New York,2020-03-02
-11,New York,2020-03-03
-9,New York,2020-03-04
-8,New York,2020-03-05
-14,New York,2020-03-06
-10,New York,2020-03-07
-2,New York,2020-03-08
-15,New York,2020-03-09
-27,New York,2020-03-10
-32,New York,2020-03-11
-49,New York,2020-03-12
-54,New York,2020-03-13
-36,New York,2020-03-14
-47,New York,2020-03-15
-58,New York,2020-03-16
-88,New York,2020-03-17
-100,New York,2020-03-18
-99.98,New York,2020-03-19
-99.96,New York,2020-03-20
-100,New York,2020-03-21
-100,New York,2020-03-22
-100,New York,2020-03-23
-100,New York,2020-03-24
-100,New York,2020-03-25
-100,New York,2020-03-26
-100,New York,2020-03-27
-100,New York,2020-03-28
-100,New York,2020-03-29
-100,New York,2020-03-30
-100,New York,2020-03-31
-100,New York,2020-04-01
-100,New York,2020-04-02
-100,New York,2020-04-03
-100,New York,2020-04-04
-100,New York,2020-04-05
-100,New York,2020-04-06
-100,New York,2020-04-07
-100,New York,2020-04-08
-100,New York,2020-04-09
-100,New York,2020-04-10
-100,New York,2020-04-11
-100,New York,2020-04-12
-100,New York,2020-04-13
-100,New York,2020-04-14
-100,New York,2020-04-15
-100,New York,2020-04-16
-100,New York,2020-04-17
-100,New York,2020-04-18
-100,New York,2020-04-19
-100,New York,2020-04-20
-100,New York,2020-04-21
-100,New York,2020-04-22
-100,New York,2020-04-23
-100,New York,2020-04-24
-100,New York,2020-04-25
-100,New York,2020-04-26
-100,New York,2020-04-27
-100,New York,2020-04-28
-100,New York,2020-04-29
-100,New York,2020-04-30
-100,New York,2020-05-01
-100,New York,2020-05-02
-100,New York,2020-05-03
-100,New York,2020-05-04
-100,New York,2020-05-05
-100,New York,2020-05-06
-100,New York,2020-05-07
-100,New York,2020-05-08
-100,New York,2020-05-09
-100,New York,2020-05-10
-99.98,New York,2020-05-11
-100,New York,2020-05-12
-100,New York,2020-05-13
-99.98,New York,2020-05-14
-99.97,New York,2020-05-15
-99.94,New York,2020-05-16
-99.95,New York,2020-05-17
-99.23,New York,2020-05-18
-99.36,New York,2020-05-19
-98.75,New York,2020-05-20
-99.11,New York,2020-05-21
-99.18,New York,2020-05-22
-98.64,New York,2020-05-23
-99.35,New York,2020-05-24
-99.66,New York,2020-05-25
-99.32,New York,2020-05-26
-98.79,New York,2020-05-27
-98.86,New York,2020-05-28
-99.24,New York,2020-05-29
-98.9,New York,2020-05-30
-98.88,New York,2020-05-31
-99.32,New York,2020-06-01
-99.33,New York,2020-06-02
-99.32,New York,2020-06-03
-98.94,New York,2020-06-04
-98.9,New York,2020-06-05
-98.41,New York,2020-06-06
-98.46,New York,2020-06-07
-99.14,New York,2020-06-08
-97.9,New York,2020-06-09
-95.58,New York,2020-06-10
-96.62,New York,2020-06-11
-92.77,New York,2020-06-12
-92.19,New York,2020-06-13
-94.19,New York,2020-06-14
-94.01,New York,2020-06-15
-92.5,New York,2020-06-16
-91.31,New York,2020-06-17
-89.98,New York,2020-06-18
-88.57,New York,2020-06-19
-88.34,New York,2020-06-20
-84.63,New York,2020-06-21
-91.01,New York,2020-06-22
-88.69,New York,2020-06-23
-86.63,New York,2020-06-24
-84.02,New York,2020-06-25
-79.53,New York,2020-06-26
-82.13,New York,2020-06-27
-82.95,New York,2020-06-28
-85.49,New York,2020-06-29
-83.41,New York,2020-06-30
-82.16,New York,2020-07-01
-68.58,New York,2020-07-02
-77.42,New York,2020-07-03
-85.08,New York,2020-07-04
-78.36,New York,2020-07-05
-84.51,New York,2020-07-06
-83.35,New York,2020-07-07
-83.03,New York,2020-07-08
-77.45,New York,2020-07-09
-87.07,New York,2020-07-10
-75.64,New York,2020-07-11
-73.75,New York,2020-07-12
-82.32,New York,2020-07-13
-80.24,New York,2020-07-14
-77.93,New York,2020-07-15
-75.93,New York,2020-07-16
-74.36,New York,2020-07-17
-70.47,New York,2020-07-18
-74.08,New York,2020-07-19
-81.29,New York,2020-07-20
-79.24,New York,2020-07-21
-83.12,New York,2020-07-22
-80.1,New York,2020-07-23
-74.16,New York,2020-07-24
-69.02,New York,2020-07-25
-73.38,New York,2020-07-26
-81.37,New York,2020-07-27
-79.69,New York,2020-07-28
-75.1,New York,2020-07-29
-75.57,New York,2020-07-30
-71.16,New York,2020-07-31
-67.11,New York,2020-08-01
-72.21,New York,2020-08-02
-79.46,New York,2020-08-03
-89.88,New York,2020-08-04
-73.82,New York,2020-08-05
-73.53,New York,2020-08-06
-71.51,New York,2020-08-07
-62.89,New York,2020-08-08
-65.72,New York,2020-08-09
-75.55,New York,2020-08-10
-73.4,New York,2020-08-11
-74.6,New York,2020-08-12
-74.14,New York,2020-08-13
-64.1,New York,2020-08-14
-60.36,New York,2020-08-15
-71.77,New York,2020-08-16
-70.71,New York,2020-08-17
-68.33,New York,2020-08-18
-68.69,New York,2020-08-19
-63.08,New York,2020-08-20
-57.53,New York,2020-08-21
-56.77,New York,2020-08-22
-60.08,New York,2020-08-23
-69.64,New York,2020-08-24
-69.16,New York,2020-08-25
-60.2,New York,2020-08-26
-71.31,New York,2020-08-27
-58.16,New York,2020-08-28
