value,state,date
-61.82,New York,2020-08-29
-62.02,New York,2020-08-30
-70.84,New York,2020-08-31
-59.12,New York,2020-09-01
-64.02,New York,2020-09-02
-62.31,New York,2020-09-03
-53.93,New York,2020-09-04
-60.37,New York,2020-09-05
-46.43,New York,2020-09-06
-52.91,New York,2020-09-07
-74.43,New York,2020-09-08
-70.46,New York,2020-09-09
-75.67,New York,2020-09-10
-59.68,New York,2020-09-11
-55.01,New York,2020-09-12
-61.87,New York,2020-09-13
-73,New York,2020-09-14
-72.17,New York,2020-09-15
-66.56,New York,2020-09-16
-65.38,New York,2020-09-17
-61.74,New York,2020-09-18
-58.64,New York,2020-09-19
-60.36,New York,2020-09-20
-74.23,New York,2020-09-21
-71.03,New York,2020-09-22
-63.18,New York,2020-09-23
-63.17,New York,2020-09-24
-55.94,New York,2020-09-25
-53.26,New York,2020-09-26
-54.29,New York,2020-09-27
-68.61,New York,2020-09-28
-78.13,New York,2020-09-29
-63.78,New York,2020-09-30
-57.82,New York,2020-10-01
-56.84,New York,2020-10-02
-50.45,New York,2020-10-03
-53.26,New York,2020-10-04
-68.74,New York,2020-10-05
-65.07,New York,2020-10-06
-62.21,New York,2020-10-07
-63.77,New York,2020-10-08
-55.86,New York,2020-10-09
-50.26,New York,2020-10-10
-59.63,New York,2020-10-11
-78.84,New York,2020-10-12
-75.37,New York,2020-10-13
-57.78,New York,2020-10-14
-57.82,New York,2020-10-15
-68.62,New York,2020-10-16
-50.34,New York,2020-10-17
-50.43,New York,2020-10-18
-71.57,New York,2020-10-19
-67.65,New York,2020-10-20
-65.72,New York,2020-10-21
-64.09,New York,2020-10-22
-54.09,New York,2020-10-23
-49.24,New York,2020-10-24
-52.37,New York,2020-10-25
-76.77,New York,2020-10-26
-71.07,New York,2020-10-27
-68.03,New York,2020-10-28
-68.32,New York,2020-10-29
-66.88,New York,2020-10-30
-68.27,New York,2020-10-31
-70.29,New York,2020-11-01
-79.12,New York,2020-11-02
-80.71,New York,2020-11-03
-74.14,New York,2020-11-04
-65.4,New York,2020-11-05
-56.56,New York,2020-11-06
-49.5,New York,2020-11-07
-55.87,New York,2020-11-08
-70.7,New York,2020-11-09
-55.78,New York,2020-11-10
-69.2,New York,2020-11-11
-74.15,New York,2020-11-12
-68.76,New York,2020-11-13
-59.4,New York,2020-11-14
-68.48,New York,2020-11-15
-75.75,New York,2020-11-16
-77.59,New York,2020-11-17
-76.88,New York,2020-11-18
-74.59,New York,2020-11-19
-65.92,New York,2020-11-20
-61.77,New York,2020-11-21
-69.28,New York,2020-11-22
-82.2,New York,2020-11-23
-79.57,New York,2020-11-24
-76.55,New York,2020-11-25
-79.15,New York,2020-11-26
-75.39,New York,2020-11-27
-68.98,New York,2020-11-28
-58.46,New York,2020-11-29
-85.95,New York,2020-11-30
-82.97,New York,2020-12-01
-83.99,New York,2020-12-02
-81.12,New York,2020-12-03
-78.84,New York,2020-12-04
-76.21,New York,2020-12-05
-75.43,New York,2020-12-06
-85.85,New York,2020-12-07
-85.93,New York,2020-12-08
-84.56,New York,2020-12-09
-82.18,New York,2020-12-10
-73.66,New York,2020-12-11
-70.6,New York,2020-12-12
-68.81,New York,2020-12-13
-92.12,New York,2020-12-14
-87.17,New York,2020-12-15
-96.09,New York,2020-12-16
-94.97,New York,2020-12-17
-84.41,New York,2020-12-18
-78.14,New York,2020-12-19
-83.85,New York,2020-12-20
-89.35,New York,2020-12-21
-85.49,New York,2020-12-22
-68.97,New York,2020-12-23
-75.22,New York,2020-12-24
-93.88,New York,2020-12-25
-82.86,New York,2020-12-26
-77.8,New York,2020-12-27
-81.14,New York,2020-12-28
-87.01,New York,2020-12-29
-68.44,New York,2020-12-30
-45.22,New York,2020-12-31
-80.95,New York,2021-01-01
-69.42,New York,2021-01-02
-81.42,New York,2021-01-03
-83.24,New York,2021-01-04
-84.25,New York,2021-01-05
-83.39,New York,2021-01-06
-82.69,New York,2021-01-07
-78.49,New York,2021-01-08
-74.73,New York,2021-01-09
-74.95,New York,2021-01-10
-86.46,New York,2021-01-11
-84.92,New York,2021-01-12
-83.81,New York,2021-01-13
-79.7,New York,2021-01-14
-74.32,New York,2021-01-15
-63.9,New York,2021-01-16
-69.8,New York,2021-01-17
-72.18,New York,2021-01-18
-82.76,New York,2021-01-19
-83.92,New York,2021-01-20
-81.06,New York,2021-01-21
-73.42,New York,2021-01-22
-67.77,New York,2021-01-23
-75.11,New York,2021-01-24
-83.78,New York,2021-01-25
-88.07,New York,2021-01-26
-81.3,New York,2021-01-27
-81.34,New York,2021-01-28
-78.75,New York,2021-01-29
-70.73,New York,2021-01-30
-66.09,New York,2021-01-31
-97.92,New York,2021-02-01
-93.06,New York,2021-02-02
-86.67,New York,2021-02-03
-80.02,New York,2021-02-04
-72.9,New York,2021-02-05
-67.12,New York,2021-02-06
-91.77,New York,2021-02-07
-85.91,New York,2021-02-08
-86.05,New York,2021-02-09
-81.08,New York,2021-02-10
-80.06,New York,2021-02-11
-76.94,New York,2021-02-12
-60.41,New York,2021-02-13
-33.15,New York,2021-02-14
-64.43,New York,2021-02-15
-69.07,New York,2021-02-16
-69.54,New York,2021-02-17
-86.78,New York,2021-02-18
-70.95,New York,2021-02-19
-57.13,New York,2021-02-20
-59,New York,2021-02-21
-81.08,New York,2021-02-22
-75.14,New York,2021-02-23
-64.61,New York,2021-02-24
-66.09,New York,2021-02-25
-56.48,New York,2021-02-26
-52.03,New York,2021-02-27
-58.34,New York,2021-02-28
-73.69,New York,2021-03-01
-71.19,New York,2021-03-02
-62.95,New York,2021-03-03
-70.91,New York,2021-03-04
-63.74,New York,2021-03-05
-58.02,New York,2021-03-06
-56.38,New York,2021-03-07
-77.38,New York,2021-03-08
-69.46,New York,2021-03-09
-69.26,New York,2021-03-10
-61.46,New York,2021-03-11
-55.37,New York,2021-03-12
-51.75,New York,2021-03-13
-56.25,New York,2021-03-14
-77.42,New York,2021-03-15
-75.93,New York,2021-03-16
-71.08,New York,2021-03-17
-72.82,New York,2021-03-18
-58.87,New York,2021-03-19
-48.03,New York,2021-03-20
-48.95,New York,2021-03-21
-68.75,New York,2021-03-22
-66.7,New York,2021-03-23
-74.54,New York,2021-03-24
-62.2,New York,2021-03-25
-54.53,New York,2021-03-26
-52.43,New York,2021-03-27
-62.86,New York,2021-03-28
-64.57,New York,2021-03-29
-61.77,New York,2021-03-30
-67.98,New York,2021-03-31
-62.93,New York,2021-04-01
-54.63,New York,2021-04-02
-55.69,New York,2021-04-03
-38.99,New York,2021-04-04
-65.1,New York,2021-04-05
-62.76,New York,2021-04-06
-60.89,New York,2021-04-07
-54.79,New York,2021-04-08
-52.28,New York,2021-04-09
-46.19,New York,2021-04-10
-60.49,New York,2021-04-11
-76.61,New York,2021-04-12
-68.52,New York,2021-04-13
-65.53,New York,2021-04-14
-72,New York,2021-04-15
-50.94,New York,2021-04-16
-69.34,New York,2021-04-17
-54.54,New York,2021-04-18
-64.33,New York,2021-04-19
-58.15,New York,2021-04-20
-69.38,New York,2021-04-21
-62.09,New York,2021-04-22
-42.04,New York,2021-04-23
-36.17,New York,2021-04-24
-47.52,New York,2021-04-25
-63.58,New York,2021-04-26
-58.89,New York,2021-04-27
-49.62,New York,2021-04-28
-61.8,New York,2021-04-29
-45.63,New York,2021-04-30
-38.37,New York,2021-05-01
-37.23,New York,2021-05-02
-66.6,New York,2021-05-03
-58.84,New York,2021-05-04
-57.76,New York,2021-05-05
-49.04,New York,2021-05-06
-42.08,New York,2021-05-07
-42.51,New York,2021-05-08
-35.51,New York,2021-05-09
-58.47,New York,2021-05-10
-57.04,New York,2021-05-11
-55.15,New York,2021-05-12
-48.48,New York,2021-05-13
-38.81,New York,2021-05-14
-36.81,New York,2021-05-15
-41.98,New York,2021-05-16
-61.98,New York,2021-05-17
-57.5,New York,2021-05-18
-49.28,New York,2021-05-19
-42.04,New York,2021-05-20
-30.6,New York,2021-05-21
-21.13,New York,2021-05-22
-36.24,New York,2021-05-23
-54.32,New York,2021-05-24
-34.49,New York,2021-05-25
-43.17,New York,2021-05-26
-33.52,New York,2021-05-27
-45.8,New York,2021-05-28
-41.48,New York,2021-05-29
-33.54,New York,2021-05-30
-33.98,New York,2021-05-31
-59.92,New York,2021-06-01
-50.17,New York,2021-06-02
-52.16,New York,2021-06-03
-40.03,New York,2021-06-04
-28.62,New York,2021-06-05
-31.13,New York,2021-06-06
-46.05,New York,2021-06-07
-53.21,New York,2021-06-08
-45.49,New York,2021-06-09
-33.17,New York,2021-06-10
-34.29,New York,2021-06-11
-26.1,New York,2021-06-12
-49.03,New York,2021-06-13
-47.69,New York,2021-06-14
-40.04,New York,2021-06-15
-36.69,New York,2021-06-16
-31.47,New York,2021-06-17
-28.81,New York,2021-06-18
-27.03,New York,2021-06-19
-2.78,New York,2021-06-20
-46.11,New York,2021-06-21
-47.98,New York,2021-06-22
-39.36,New York,2021-06-23
-32.65,New York,2021-06-24
-25.32,New York,2021-06-25
-24.22,New York,2021-06-26
-28.5,New York,2021-06-27
-42.04,New York,2021-06-28
-77.06,New York,2021-06-29
-34.03,New York,2021-06-30
-10.93,New York,2021-07-01
-25.76,New York,2021-07-02
-25.37,New York,2021-07-03
-38.58,New York,2021-07-04
-21.86,New York,2021-07-05
-50.58,New York,2021-07-06
-42.28,New York,2021-07-07
-43.09,New York,2021-07-08
-32.23,New York,2021-07-09
-25.31,New York,2021-07-10
-27.86,New York,2021-07-11
-47.68,New York,2021-07-12
-41.18,New York,2021-07-13
-35.74,New York,2021-07-14
-30.59,New York,2021-07-15
-27.66,New York,2021-07-16
-23.22,New York,2021-07-17
-16.06,New York,2021-07-18
-30.04,New York,2021-07-19
-34.75,New York,2021-07-20
-40.01,New York,2021-07-21
-34.92,New York,2021-07-22
-29.74,New York,2021-07-23
-23.51,New York,2021-07-24
-27.3,New York,2021-07-25
-41.67,New York,2021-07-26
-37.47,New York,2021-07-27
-30.92,New York,2021-07-28
-41.78,New York,2021-07-29
-28.32,New York,2021-07-30
-25.93,New York,2021-07-31
-29.9,New York,2021-08-01
-44.02,New York,2021-08-02
-40.44,New York,2021-08-03
-37.87,New York,2021-08-04
-36.88,New York,2021-08-05
-29.61,New York,2021-08-06
-24.89,New York,2021-08-07
-31.31,New York,2021-08-08
-44.5,New York,2021-08-09
-38.93,New York,2021-08-10
-40.65,New York,2021-08-11
-37.78,New York,2021-08-12
-31.84,New York,2021-08-13
-20.81,New York,2021-08-14
-18.84,New York,2021-08-15
-39.37,New York,2021-08-16
-37.65,New York,2021-08-17
-35.05,New York,2021-08-18
-32.76,New York,2021-08-19
-24.83,New York,2021-08-20
-31.72,New York,2021-08-21
-67.26,New York,2021-08-22
-47.94,New York,2021-08-23
-33.39,New York,2021-08-24
-31.8,New York,2021-08-25
-30.13,New York,2021-08-26
-29.76,New York,2021-08-27
-23.59,New York,2021-08-28
-41.15,New York,2021-08-29
-44.27,New York,2021-08-30
-24.07,New York,2021-08-31
-48.71,New York,2021-09-01
-39.03,New York,2021-09-02
-24.45,New York,2021-09-03
-31.29,New York,2021-09-04
-14.71,New York,2021-09-05
-25.73,New York,2021-09-06
-51.4,New York,2021-09-07
-46.39,New York,2021-09-08
-44.6,New York,2021-09-09
-30.83,New York,2021-09-10
-26.13,New York,2021-09-11
-32.16,New York,2021-09-12
-46.27,New York,2021-09-13
-42.55,New York,2021-09-14
-41.56,New York,2021-09-15
-42.84,New York,2021-09-16
-33.05,New York,2021-09-17
-26.06,New York,2021-09-18
-25.72,New York,2021-09-19
-44.76,New York,2021-09-20
-41.65,New York,2021-09-21
-39.9,New York,2021-09-22
-44.87,New York,2021-09-23
-29.88,New York,2021-09-24
-23.43,New York,2021-09-25
-24.62,New York,2021-09-26
-41.67,New York,2021-09-27
-41.26,New York,2021-09-28
-33.12,New York,2021-09-29
-33.2,New York,2021-09-30
-29.36,New York,2021-10-01
-20.99,New York,2021-10-02
-24.24,New York,2021-10-03
-44.44,New York,2021-10-04
-41.12,New York,2021-10-05
-29.27,New York,2021-10-06
-34.34,New York,2021-10-07
-26.88,New York,2021-10-08
-25.11,New York,2021-10-09
-35.3,New York,2021-10-10
-43.04,New York,2021-10-11
-40.88,New York,2021-10-12
-31.53,New York,2021-10-13
-31.58,New York,2021-10-14
-23.95,New York,2021-10-15
-25.78,New York,2021-10-16
-20.56,New York,2021-10-17
-46.83,New York,2021-10-18
-35.6,New York,2021-10-19
-36.67,New York,2021-10-20
-33.54,New York,2021-10-21
-26.82,New York,2021-10-22
-24.71,New York,2021-10-23
-17.11,New York,2021-10-24
-48.92,New York,2021-10-25
-54.48,New York,2021-10-26
-34.51,New York,2021-10-27
-10.53,New York,2021-10-28
-36.29,New York,2021-10-29
-38.45,New York,2021-10-30
-45.3,New York,2021-10-31
-51.39,New York,2021-11-01
-43.71,New York,2021-11-02
-40.66,New York,2021-11-03
-34.13,New York,2021-11-04
-28.49,New York,2021-11-05
-23.7,New York,2021-11-06
-33.81,New York,2021-11-07
-47.76,New York,2021-11-08
-22.92,New York,2021-11-09
-19.63,New York,2021-11-10
-16.54,New York,2021-11-11
-27.07,New York,2021-11-12
-22.2,New York,2021-11-13
-21.58,New York,2021-11-14
-34.44,New York,2021-11-15
-31.17,New York,2021-11-16
-29.95,New York,2021-11-17
-27.26,New York,2021-11-18
-25.24,New York,2021-11-19
-19.96,New York,2021-11-20
-15.95,New York,2021-11-21
-36.26,New York,2021-11-22
-34.56,New York,2021-11-23
-27.54,New York,2021-11-24
-30.97,New York,2021-11-25
-29.04,New York,2021-11-26
-24.15,New York,2021-11-27
-12.79,New York,2021-11-28
-35.29,New York,2021-11-29
-43.4,New York,2021-11-30
-41.76,New York,2021-12-01
-37.56,New York,2021-12-02
-31.06,New York,2021-12-03
-26.17,New York,2021-12-04
-29.15,New York,2021-12-05
-39.58,New York,2021-12-06
-35.49,New York,2021-12-07
-35.26,New York,2021-12-08
-33.15,New York,2021-12-09
-27.26,New York,2021-12-10
-23.97,New York,2021-12-11
-28.14,New York,2021-12-12
-44.24,New York,2021-12-13
-36.66,New York,2021-12-14
-38.96,New York,2021-12-15
-38.45,New York,2021-12-16
-33.79,New York,2021-12-17
-31.73,New York,2021-12-18
-37.86,New York,2021-12-19
-58.47,New York,2021-12-20
-57.23,New York,2021-12-21
-23.92,New York,2021-12-22
-45.65,New York,2021-12-23
-53.09,New York,2021-12-24
-77.69,New York,2021-12-25
-50.15,New York,2021-12-26
-50.99,New York,2021-12-27
-62.72,New York,2021-12-28
-24.33,New York,2021-12-29
-14.6,New York,2021-12-30
-17.37,New York,2021-12-31
-65.28,New York,2022-01-01
-51.35,New York,2022-01-02
-62.52,New York,2022-01-03
-66.51,New York,2022-01-04
-67.97,New York,2022-01-05
-65.2,New York,2022-01-06
-61.75,New York,2022-01-07
-48.91,New York,2022-01-08
-60.1,New York,2022-01-09
-71.37,New York,2022-01-10
-73.09,New York,2022-01-11
-65.94,New York,2022-01-12
-60.22,New York,2022-01-13
-46.15,New York,2022-01-14
-38.38,New York,2022-01-15
-35.99,New York,2022-01-16
-47.66,New York,2022-01-17
-60.87,New York,2022-01-18
-59.42,New York,2022-01-19
-58.52,New York,2022-01-20
-49.42,New York,2022-01-21
-42.03,New York,2022-01-22
-49.95,New York,2022-01-23
-64.31,New York,2022-01-24
-56.81,New York,2022-01-25
-49.37,New York,2022-01-26
-44.06,New York,2022-01-27
-48.57,New York,2022-01-28
-72.53,New York,2022-01-29
-38.61,New York,2022-01-30
-64.06,New York,2022-01-31
-61.4,New York,2022-02-01
-54.58,New York,2022-02-02
-41.99,New York,2022-02-03
-54.02,New York,2022-02-04
-33.29,New York,2022-02-05
-38.32,New York,2022-02-06
-58.33,New York,2022-02-07
-31.75,New York,2022-02-08
-46.15,New York,2022-02-09
-66,New York,2022-02-10
-29.81,New York,2022-02-11
-21.05,New York,2022-02-12
-59.64,New York,2022-02-13
30.87,New York,2022-02-14
-42.39,New York,2022-02-15
-32.8,New York,2022-02-16
-44.33,New York,2022-02-17
-37.05,New York,2022-02-18
-26.85,New York,2022-02-19
1.61,New York,2022-02-20
-3.76,New York,2022-02-21
-40.4,New York,2022-02-22
-28.06,New York,2022-02-23
-35.71,New York,2022-02-24
-36.37,New York,2022-02-25
-24.5,New York,2022-02-26
-27.3,New York,2022-02-27
-43.87,New York,2022-02-28
-44.54,New York,2022-03-01
-41.99,New York,2022-03-02
-39.18,New York,2022-03-03
-35.29,New York,2022-03-04
-29.8,New York,2022-03-05
-25.95,New York,2022-03-06
-46.87,New York,2022-03-07
-39.3,New York,2022-03-08
-47.4,New York,2022-03-09
-36.05,New York,2022-03-10
-32.95,New York,2022-03-11
-40.47,New York,2022-03-12
-28.53,New York,2022-03-13
-39.66,New York,2022-03-14
-32.45,New York,2022-03-15
-31.82,New York,2022-03-16
-38,New York,2022-03-17
-20.17,New York,2022-03-18
-24.47,New York,2022-03-19
-29.7,New York,2022-03-20
-32.46,New York,2022-03-21
-34.06,New York,2022-03-22
-36,New York,2022-03-23
-37.64,New York,2022-03-24
-29.28,New York,2022-03-25
-27.75,New York,2022-03-26
-27.4,New York,2022-03-27
-43.2,New York,2022-03-28
-36.69,New York,2022-03-29
-35.57,New York,2022-03-30
-35.16,New York,2022-03-31
-25.87,New York,2022-04-01
-26.08,New York,2022-04-02
-32.18,New York,2022-04-03
-37.11,New York,2022-04-04
-32.09,New York,2022-04-05
-37.43,New York,2022-04-06
-37.53,New York,2022-04-07
-24.91,New York,2022-04-08
-27.58,New York,2022-04-09
-25.86,New York,2022-04-10
-36.88,New York,2022-04-11
-34.29,New York,2022-04-12
-34.46,New York,2022-04-13
-32.46,New York,2022-04-14
-24.34,New York,2022-04-15
-19.67,New York,2022-04-16
-27.95,New York,2022-04-17
-33.95,New York,2022-04-18
-38.76,New York,2022-04-19
-33.1,New York,2022-04-20
-31.52,New York,2022-04-21
-17.06,New York,2022-04-22
-25.38,New York,2022-04-23
-21.94,New York,2022-04-24
-43.6,New York,2022-04-25
-37.41,New York,2022-04-26
-34.93,New York,2022-04-27
-35.47,New York,2022-04-28
-29.48,New York,2022-04-29
-24.23,New York,2022-04-30
-20.43,New York,2022-05-01
-42.14,New York,2022-05-02
-36.06,New York,2022-05-03
-37.97,New York,2022-05-04
-22.5,New York,2022-05-05
-36.9,New York,2022-05-06
-33.6,New York,2022-05-07
-17.9,New York,2022-05-08
-37.14,New York,2022-05-09
-32.18,New York,2022-05-10
-38.24,New York,2022-05-11
-34.09,New York,2022-05-12
-32.66,New York,2022-05-13
-28.77,New York,2022-05-14
-26.76,New York,2022-05-15
-45.08,New York,2022-05-16
-32.69,New York,2022-05-17
-27.48,New York,2022-05-18
1,NYC,2020-02-18
11,NYC,2020-02-19
3,NYC,2020-02-20
0,NYC,2020-02-21
3,NYC,2020-02-22
13,NYC,2020-02-23
7,NYC,2020-02-24
1,NYC,2020-02-25
1,NYC,2020-02-26
-2,NYC,2020-02-27
1,NYC,2020-02-28
-2,NYC,2020-02-29
-2,NYC,2020-03-01
-6,NYC,2020-03-02
-12,NYC,2020-03-03
-12,NYC,2020-03-04
-9,NYC,2020-03-05
-15,NYC,2020-03-06
-10,NYC,2020-03-07
-4,NYC,2020-03-08
-18,NYC,2020-03-09
-30,NYC,2020-03-10
-36,NYC,2020-03-11
-52,NYC,2020-03-12
