value,state,date
-61,NYC,2020-03-13
-64,NYC,2020-03-14
-69,NYC,2020-03-15
-77,NYC,2020-03-16
-100,NYC,2020-03-17
-100,NYC,2020-03-18
-100,NYC,2020-03-19
-100,NYC,2020-03-20
-100,NYC,2020-03-21
-100,NYC,2020-03-22
-100,NYC,2020-03-23
-100,NYC,2020-03-24
-100,NYC,2020-03-25
-100,NYC,2020-03-26
-100,NYC,2020-03-27
-100,NYC,2020-03-28
-100,NYC,2020-03-29
-100,NYC,2020-03-30
-100,NYC,2020-03-31
-100,NYC,2020-04-01
-100,NYC,2020-04-02
-100,NYC,2020-04-03
-100,NYC,2020-04-04
-100,NYC,2020-04-05
-100,NYC,2020-04-06
-100,NYC,2020-04-07
-100,NYC,2020-04-08
-100,NYC,2020-04-09
-100,NYC,2020-04-10
-100,NYC,2020-04-11
-100,NYC,2020-04-12
-100,NYC,2020-04-13
-100,NYC,2020-04-14
-100,NYC,2020-04-15
-100,NYC,2020-04-16
-100,NYC,2020-04-17
-100,NYC,2020-04-18
-100,NYC,2020-04-19
-100,NYC,2020-04-20
-100,NYC,2020-04-21
-100,NYC,2020-04-22
-100,NYC,2020-04-23
-100,NYC,2020-04-24
-100,NYC,2020-04-25
-100,NYC,2020-04-26
-100,NYC,2020-04-27
-100,NYC,2020-04-28
-100,NYC,2020-04-29
-100,NYC,2020-04-30
-100,NYC,2020-05-01
-100,NYC,2020-05-02
-100,NYC,2020-05-03
-100,NYC,2020-05-04
-100,NYC,2020-05-05
-100,NYC,2020-05-06
-100,NYC,2020-05-07
-100,NYC,2020-05-08
-100,NYC,2020-05-09
-100,NYC,2020-05-10
-99.98,NYC,2020-05-11
-100,NYC,2020-05-12
-100,NYC,2020-05-13
-99.98,NYC,2020-05-14
-99.96,NYC,2020-05-15
-99.96,NYC,2020-05-16
-99.96,NYC,2020-05-17
-99.19,NYC,2020-05-18
-99.36,NYC,2020-05-19
-98.63,NYC,2020-05-20
-99.12,NYC,2020-05-21
-99.51,NYC,2020-05-22
-99.5,NYC,2020-05-23
-99.72,NYC,2020-05-24
-99.66,NYC,2020-05-25
-99.25,NYC,2020-05-26
-98.69,NYC,2020-05-27
-98.78,NYC,2020-05-28
-99.27,NYC,2020-05-29
-99.22,NYC,2020-05-30
-99.52,NYC,2020-05-31
-99.31,NYC,2020-06-01
-99.32,NYC,2020-06-02
-99.33,NYC,2020-06-03
-99.3,NYC,2020-06-04
-99.62,NYC,2020-06-05
-99.49,NYC,2020-06-06
-99.43,NYC,2020-06-07
-99.77,NYC,2020-06-08
-99.45,NYC,2020-06-09
-99.15,NYC,2020-06-10
-99.17,NYC,2020-06-11
-99.62,NYC,2020-06-12
-99.59,NYC,2020-06-13
-99.58,NYC,2020-06-14
-99.65,NYC,2020-06-15
-99.67,NYC,2020-06-16
-99.59,NYC,2020-06-17
-99.24,NYC,2020-06-18
-99.72,NYC,2020-06-19
-99.63,NYC,2020-06-20
-99.77,NYC,2020-06-21
-97.45,NYC,2020-06-22
-96.53,NYC,2020-06-23
-95.96,NYC,2020-06-24
-94.93,NYC,2020-06-25
-93.73,NYC,2020-06-26
-94.84,NYC,2020-06-27
-94.59,NYC,2020-06-28
-95.19,NYC,2020-06-29
-94.42,NYC,2020-06-30
-94.28,NYC,2020-07-01
-89.52,NYC,2020-07-02
-93.94,NYC,2020-07-03
-92.18,NYC,2020-07-04
-92.6,NYC,2020-07-05
-96.22,NYC,2020-07-06
-94.24,NYC,2020-07-07
-95.07,NYC,2020-07-08
-91.97,NYC,2020-07-09
-98.4,NYC,2020-07-10
-91.95,NYC,2020-07-11
-89.23,NYC,2020-07-12
-93.34,NYC,2020-07-13
-92.1,NYC,2020-07-14
-91.84,NYC,2020-07-15
-90.7,NYC,2020-07-16
-90.15,NYC,2020-07-17
-87.83,NYC,2020-07-18
-89.73,NYC,2020-07-19
-93.6,NYC,2020-07-20
-92.03,NYC,2020-07-21
-95.68,NYC,2020-07-22
-93.64,NYC,2020-07-23
-90.55,NYC,2020-07-24
-86.35,NYC,2020-07-25
-89.14,NYC,2020-07-26
-92.77,NYC,2020-07-27
-92.02,NYC,2020-07-28
-90.65,NYC,2020-07-29
-91.22,NYC,2020-07-30
-88.58,NYC,2020-07-31
-85.06,NYC,2020-08-01
-88.23,NYC,2020-08-02
-91.35,NYC,2020-08-03
-96.99,NYC,2020-08-04
-88.56,NYC,2020-08-05
-88.47,NYC,2020-08-06
-89.76,NYC,2020-08-07
-81.5,NYC,2020-08-08
-83.78,NYC,2020-08-09
-89.24,NYC,2020-08-10
-88.75,NYC,2020-08-11
-90.81,NYC,2020-08-12
-90.4,NYC,2020-08-13
-83.94,NYC,2020-08-14
-80.4,NYC,2020-08-15
-89.39,NYC,2020-08-16
-86.85,NYC,2020-08-17
-84.33,NYC,2020-08-18
-86.91,NYC,2020-08-19
-83.27,NYC,2020-08-20
-78.57,NYC,2020-08-21
-77.82,NYC,2020-08-22
-80.32,NYC,2020-08-23
-86.12,NYC,2020-08-24
-85.83,NYC,2020-08-25
-81.42,NYC,2020-08-26
-88.66,NYC,2020-08-27
-80.23,NYC,2020-08-28
-82.03,NYC,2020-08-29
-79.02,NYC,2020-08-30
-83.2,NYC,2020-08-31
-79.85,NYC,2020-09-01
-84.06,NYC,2020-09-02
-86.22,NYC,2020-09-03
-79.23,NYC,2020-09-04
-80.23,NYC,2020-09-05
-73.57,NYC,2020-09-06
-75.9,NYC,2020-09-07
-87.02,NYC,2020-09-08
-84.82,NYC,2020-09-09
-90.23,NYC,2020-09-10
-78.59,NYC,2020-09-11
-75.55,NYC,2020-09-12
-78.72,NYC,2020-09-13
-84.14,NYC,2020-09-14
-83.94,NYC,2020-09-15
-81.51,NYC,2020-09-16
-80.83,NYC,2020-09-17
-79,NYC,2020-09-18
-76.86,NYC,2020-09-19
-77.95,NYC,2020-09-20
-85.31,NYC,2020-09-21
-83.07,NYC,2020-09-22
-79.42,NYC,2020-09-23
-79.6,NYC,2020-09-24
-75.97,NYC,2020-09-25
-73.62,NYC,2020-09-26
-74.46,NYC,2020-09-27
-81.38,NYC,2020-09-28
-89.07,NYC,2020-09-29
-77.91,NYC,2020-09-30
-74.81,NYC,2020-10-01
-73.29,NYC,2020-10-02
-68.97,NYC,2020-10-03
-72.44,NYC,2020-10-04
-79.62,NYC,2020-10-05
-76.87,NYC,2020-10-06
-76.22,NYC,2020-10-07
-77.69,NYC,2020-10-08
-72.37,NYC,2020-10-09
-68.51,NYC,2020-10-10
-76.26,NYC,2020-10-11
-88.62,NYC,2020-10-12
-84.51,NYC,2020-10-13
-73.98,NYC,2020-10-14
-73.19,NYC,2020-10-15
-82.3,NYC,2020-10-16
-66.8,NYC,2020-10-17
-68.88,NYC,2020-10-18
-81.2,NYC,2020-10-19
-78.49,NYC,2020-10-20
-78.15,NYC,2020-10-21
-78.38,NYC,2020-10-22
-72.25,NYC,2020-10-23
-66.73,NYC,2020-10-24
-71.36,NYC,2020-10-25
-84.97,NYC,2020-10-26
-80.64,NYC,2020-10-27
-79.16,NYC,2020-10-28
-81.97,NYC,2020-10-29
-80.02,NYC,2020-10-30
-76.59,NYC,2020-10-31
-81.73,NYC,2020-11-01
-86.51,NYC,2020-11-02
-89.66,NYC,2020-11-03
-85.83,NYC,2020-11-04
-79.51,NYC,2020-11-05
-73.29,NYC,2020-11-06
-67.96,NYC,2020-11-07
-72.08,NYC,2020-11-08
-79.79,NYC,2020-11-09
-72.06,NYC,2020-11-10
-82.91,NYC,2020-11-11
-83.44,NYC,2020-11-12
-79.94,NYC,2020-11-13
-71.09,NYC,2020-11-14
-79.08,NYC,2020-11-15
-83.3,NYC,2020-11-16
-84.83,NYC,2020-11-17
-86.25,NYC,2020-11-18
-83.99,NYC,2020-11-19
-77.02,NYC,2020-11-20
-73.1,NYC,2020-11-21
-80.01,NYC,2020-11-22
-87.04,NYC,2020-11-23
-86.58,NYC,2020-11-24
-85.79,NYC,2020-11-25
-84.31,NYC,2020-11-26
-83.73,NYC,2020-11-27
-79.68,NYC,2020-11-28
-74.05,NYC,2020-11-29
-91.01,NYC,2020-11-30
-88.24,NYC,2020-12-01
-89.42,NYC,2020-12-02
-87.16,NYC,2020-12-03
-86.81,NYC,2020-12-04
-83.79,NYC,2020-12-05
-82.73,NYC,2020-12-06
-90.22,NYC,2020-12-07
-90.08,NYC,2020-12-08
-89.7,NYC,2020-12-09
-87.52,NYC,2020-12-10
-81.07,NYC,2020-12-11
-78.3,NYC,2020-12-12
-75.89,NYC,2020-12-13
-96.24,NYC,2020-12-14
-94.06,NYC,2020-12-15
-98.88,NYC,2020-12-16
-98.09,NYC,2020-12-17
-94.46,NYC,2020-12-18
-91.47,NYC,2020-12-19
-93.23,NYC,2020-12-20
-94.53,NYC,2020-12-21
-92,NYC,2020-12-22
-88.63,NYC,2020-12-23
-90.36,NYC,2020-12-24
-94.9,NYC,2020-12-25
-93.39,NYC,2020-12-26
-91.05,NYC,2020-12-27
-89.74,NYC,2020-12-28
-92.39,NYC,2020-12-29
-85.65,NYC,2020-12-30
-80.87,NYC,2020-12-31
-91.02,NYC,2021-01-01
-83.4,NYC,2021-01-02
-93.44,NYC,2021-01-03
-91.6,NYC,2021-01-04
-92.68,NYC,2021-01-05
-92.75,NYC,2021-01-06
-92.15,NYC,2021-01-07
-90.41,NYC,2021-01-08
-87.57,NYC,2021-01-09
-87.6,NYC,2021-01-10
-93.95,NYC,2021-01-11
-92.49,NYC,2021-01-12
-91.86,NYC,2021-01-13
-89.47,NYC,2021-01-14
-87.82,NYC,2021-01-15
-81.64,NYC,2021-01-16
-83.35,NYC,2021-01-17
-82.32,NYC,2021-01-18
-91.75,NYC,2021-01-19
-93.33,NYC,2021-01-20
-91.11,NYC,2021-01-21
-86.93,NYC,2021-01-22
-84.65,NYC,2021-01-23
-87.77,NYC,2021-01-24
-92.44,NYC,2021-01-25
-95.13,NYC,2021-01-26
-92.01,NYC,2021-01-27
-93.24,NYC,2021-01-28
-94.39,NYC,2021-01-29
-88.07,NYC,2021-01-30
-88.95,NYC,2021-01-31
-99.73,NYC,2021-02-01
-98.14,NYC,2021-02-02
-95.18,NYC,2021-02-03
-91.29,NYC,2021-02-04
-88.7,NYC,2021-02-05
-82.38,NYC,2021-02-06
-96.13,NYC,2021-02-07
-94.4,NYC,2021-02-08
-94.62,NYC,2021-02-09
-92.78,NYC,2021-02-10
-92.43,NYC,2021-02-11
-85.34,NYC,2021-02-12
-74.59,NYC,2021-02-13
-56.47,NYC,2021-02-14
-75.62,NYC,2021-02-15
-82.03,NYC,2021-02-16
-83.07,NYC,2021-02-17
-92.2,NYC,2021-02-18
-81.93,NYC,2021-02-19
-70,NYC,2021-02-20
-71.98,NYC,2021-02-21
-88.34,NYC,2021-02-22
-84.14,NYC,2021-02-23
-76.52,NYC,2021-02-24
-78.94,NYC,2021-02-25
-71.12,NYC,2021-02-26
-65.63,NYC,2021-02-27
-72.7,NYC,2021-02-28
-81.99,NYC,2021-03-01
-81.39,NYC,2021-03-02
-75.41,NYC,2021-03-03
-82.22,NYC,2021-03-04
-77.79,NYC,2021-03-05
-72.09,NYC,2021-03-06
-72.26,NYC,2021-03-07
-86.11,NYC,2021-03-08
-78.67,NYC,2021-03-09
-80.63,NYC,2021-03-10
-73.19,NYC,2021-03-11
-69.92,NYC,2021-03-12
-66.72,NYC,2021-03-13
-71.76,NYC,2021-03-14
-85.17,NYC,2021-03-15
-84.77,NYC,2021-03-16
-82.23,NYC,2021-03-17
-83.79,NYC,2021-03-18
-74.34,NYC,2021-03-19
-63.29,NYC,2021-03-20
-64.64,NYC,2021-03-21
-78.6,NYC,2021-03-22
-78.06,NYC,2021-03-23
-85.64,NYC,2021-03-24
-76.25,NYC,2021-03-25
-69.84,NYC,2021-03-26
-66.72,NYC,2021-03-27
-77.85,NYC,2021-03-28
-77.78,NYC,2021-03-29
-76.58,NYC,2021-03-30
-81.47,NYC,2021-03-31
-78.05,NYC,2021-04-01
-70.55,NYC,2021-04-02
-68,NYC,2021-04-03
-61.36,NYC,2021-04-04
-77.66,NYC,2021-04-05
-75.57,NYC,2021-04-06
-75.19,NYC,2021-04-07
-71.23,NYC,2021-04-08
-68.08,NYC,2021-04-09
-62.31,NYC,2021-04-10
-75.43,NYC,2021-04-11
-84.52,NYC,2021-04-12
-78.58,NYC,2021-04-13
-77.33,NYC,2021-04-14
-82.02,NYC,2021-04-15
-67.69,NYC,2021-04-16
-79.47,NYC,2021-04-17
-64.16,NYC,2021-04-18
-74.69,NYC,2021-04-19
-70.68,NYC,2021-04-20
-79.51,NYC,2021-04-21
-74.48,NYC,2021-04-22
-61.42,NYC,2021-04-23
-54.08,NYC,2021-04-24
-65.35,NYC,2021-04-25
-74.34,NYC,2021-04-26
-71.82,NYC,2021-04-27
-66.58,NYC,2021-04-28
-74.1,NYC,2021-04-29
-62.57,NYC,2021-04-30
-56.99,NYC,2021-05-01
-54.53,NYC,2021-05-02
-76.02,NYC,2021-05-03
-70.18,NYC,2021-05-04
-71.5,NYC,2021-05-05
-64.81,NYC,2021-05-06
-58.76,NYC,2021-05-07
-57.19,NYC,2021-05-08
-48.89,NYC,2021-05-09
-71.22,NYC,2021-05-10
-69.67,NYC,2021-05-11
-69.35,NYC,2021-05-12
-64.58,NYC,2021-05-13
-56.4,NYC,2021-05-14
-51.82,NYC,2021-05-15
-58.03,NYC,2021-05-16
-73.22,NYC,2021-05-17
-70.2,NYC,2021-05-18
-65.61,NYC,2021-05-19
-58.17,NYC,2021-05-20
-47.73,NYC,2021-05-21
-38.63,NYC,2021-05-22
-52.14,NYC,2021-05-23
-63.07,NYC,2021-05-24
-52.32,NYC,2021-05-25
-61.08,NYC,2021-05-26
-55.89,NYC,2021-05-27
-64.44,NYC,2021-05-28
-58.3,NYC,2021-05-29
-56.03,NYC,2021-05-30
-53.06,NYC,2021-05-31
-70.34,NYC,2021-06-01
-64.15,NYC,2021-06-02
-64.8,NYC,2021-06-03
-56.65,NYC,2021-06-04
-44.55,NYC,2021-06-05
-48.63,NYC,2021-06-06
-58.74,NYC,2021-06-07
-64.19,NYC,2021-06-08
-59.17,NYC,2021-06-09
-49.62,NYC,2021-06-10
-49.49,NYC,2021-06-11
-38.73,NYC,2021-06-12
-51.2,NYC,2021-06-13
-57.81,NYC,2021-06-14
-54.21,NYC,2021-06-15
-52.69,NYC,2021-06-16
-49.5,NYC,2021-06-17
-45.56,NYC,2021-06-18
-43.71,NYC,2021-06-19
-36.4,NYC,2021-06-20
-59.49,NYC,2021-06-21
-58.92,NYC,2021-06-22
-54.3,NYC,2021-06-23
-51.57,NYC,2021-06-24
-44.96,NYC,2021-06-25
-39.82,NYC,2021-06-26
-45.21,NYC,2021-06-27
-54.53,NYC,2021-06-28
-80.96,NYC,2021-06-29
-47.06,NYC,2021-06-30
-34.73,NYC,2021-07-01
-43.35,NYC,2021-07-02
-40.24,NYC,2021-07-03
-44.92,NYC,2021-07-04
-46.34,NYC,2021-07-05
-65.81,NYC,2021-07-06
-59.64,NYC,2021-07-07
-59.22,NYC,2021-07-08
-49.63,NYC,2021-07-09
-40.46,NYC,2021-07-10
-45.15,NYC,2021-07-11
-59.93,NYC,2021-07-12
-53.97,NYC,2021-07-13
-51.72,NYC,2021-07-14
-46.8,NYC,2021-07-15
-43.53,NYC,2021-07-16
-36.33,NYC,2021-07-17
-38.38,NYC,2021-07-18
-47.76,NYC,2021-07-19
-50.45,NYC,2021-07-20
-55.31,NYC,2021-07-21
-51.39,NYC,2021-07-22
-46.74,NYC,2021-07-23
-37.41,NYC,2021-07-24
-44.97,NYC,2021-07-25
-55.07,NYC,2021-07-26
-51.98,NYC,2021-07-27
-48.31,NYC,2021-07-28
-58.07,NYC,2021-07-29
-45.72,NYC,2021-07-30
-40.55,NYC,2021-07-31
-46.86,NYC,2021-08-01
-57.16,NYC,2021-08-02
-55,NYC,2021-08-03
-55.2,NYC,2021-08-04
-53.92,NYC,2021-08-05
-46.71,NYC,2021-08-06
-39.32,NYC,2021-08-07
-48.75,NYC,2021-08-08
-56.98,NYC,2021-08-09
-54.67,NYC,2021-08-10
-57.08,NYC,2021-08-11
-55.28,NYC,2021-08-12
-49.11,NYC,2021-08-13
-38.51,NYC,2021-08-14
-36.88,NYC,2021-08-15
-52.91,NYC,2021-08-16
-51.91,NYC,2021-08-17
-53.55,NYC,2021-08-18
-48.98,NYC,2021-08-19
-41.09,NYC,2021-08-20
-44.44,NYC,2021-08-21
-74.59,NYC,2021-08-22
-60.74,NYC,2021-08-23
-52.36,NYC,2021-08-24
-52.15,NYC,2021-08-25
-51.44,NYC,2021-08-26
-46.6,NYC,2021-08-27
-39.38,NYC,2021-08-28
-56.18,NYC,2021-08-29
-54.14,NYC,2021-08-30
-45.24,NYC,2021-08-31
-66.62,NYC,2021-09-01
-62.18,NYC,2021-09-02
-47.5,NYC,2021-09-03
-46.29,NYC,2021-09-04
-36.09,NYC,2021-09-05
-47.75,NYC,2021-09-06
-65.28,NYC,2021-09-07
-59.68,NYC,2021-09-08
-55.97,NYC,2021-09-09
-45.58,NYC,2021-09-10
-40.73,NYC,2021-09-11
-46.75,NYC,2021-09-12
-56.29,NYC,2021-09-13
-52.97,NYC,2021-09-14
-56.09,NYC,2021-09-15
-56.5,NYC,2021-09-16
-46.57,NYC,2021-09-17
-40.99,NYC,2021-09-18
-42.1,NYC,2021-09-19
-54.83,NYC,2021-09-20
-52.67,NYC,2021-09-21
-52.25,NYC,2021-09-22
-57.51,NYC,2021-09-23
-44.19,NYC,2021-09-24
-37.31,NYC,2021-09-25
-41.31,NYC,2021-09-26
-49.84,NYC,2021-09-27
-50.6,NYC,2021-09-28
-47.59,NYC,2021-09-29
-47.54,NYC,2021-09-30
-44.69,NYC,2021-10-01
-35.81,NYC,2021-10-02
-40.88,NYC,2021-10-03
-54.53,NYC,2021-10-04
-48.04,NYC,2021-10-05
-41.31,NYC,2021-10-06
-46.87,NYC,2021-10-07
-40.28,NYC,2021-10-08
-37.29,NYC,2021-10-09
-47.06,NYC,2021-10-10
-54.2,NYC,2021-10-11
-50.15,NYC,2021-10-12
-44.3,NYC,2021-10-13
-43.58,NYC,2021-10-14
-37.9,NYC,2021-10-15
-37.49,NYC,2021-10-16
-36.13,NYC,2021-10-17
-55.74,NYC,2021-10-18
-44.81,NYC,2021-10-19
-46.78,NYC,2021-10-20
-45.43,NYC,2021-10-21
-41.12,NYC,2021-10-22
-36.58,NYC,2021-10-23
-35.78,NYC,2021-10-24
-56.38,NYC,2021-10-25
-61.4,NYC,2021-10-26
-45.49,NYC,2021-10-27
-28.88,NYC,2021-10-28
-49.87,NYC,2021-10-29
-50.13,NYC,2021-10-30
-51.54,NYC,2021-10-31
-59.39,NYC,2021-11-01
-50.72,NYC,2021-11-02
-49.56,NYC,2021-11-03
-43.61,NYC,2021-11-04
-39.56,NYC,2021-11-05
-34.06,NYC,2021-11-06
-43.12,NYC,2021-11-07
-51.44,NYC,2021-11-08
-32.16,NYC,2021-11-09
-35,NYC,2021-11-10
-31.49,NYC,2021-11-11
-37.74,NYC,2021-11-12
-30.26,NYC,2021-11-13
-31.89,NYC,2021-11-14
-39.86,NYC,2021-11-15
-36.2,NYC,2021-11-16
-38.01,NYC,2021-11-17
-36.55,NYC,2021-11-18
-36.45,NYC,2021-11-19
-29.14,NYC,2021-11-20
-27.13,NYC,2021-11-21
-41.71,NYC,2021-11-22
-42.17,NYC,2021-11-23
-37.48,NYC,2021-11-24
-32.19,NYC,2021-11-25
-35.56,NYC,2021-11-26
-35.55,NYC,2021-11-27
-29.05,NYC,2021-11-28
-43.1,NYC,2021-11-29
-49.01,NYC,2021-11-30
-48.11,NYC,2021-12-01
-44.08,NYC,2021-12-02
-41.33,NYC,2021-12-03
-35.2,NYC,2021-12-04
-37.81,NYC,2021-12-05
-42.55,NYC,2021-12-06
-39.91,NYC,2021-12-07
-40.41,NYC,2021-12-08
-37.75,NYC,2021-12-09
-35.59,NYC,2021-12-10
-32.64,NYC,2021-12-11
-36.58,NYC,2021-12-12
-49.4,NYC,2021-12-13
-43.43,NYC,2021-12-14
-45.98,NYC,2021-12-15
-46.75,NYC,2021-12-16
-44.01,NYC,2021-12-17
-42.41,NYC,2021-12-18
-47.17,NYC,2021-12-19
-60.17,NYC,2021-12-20
-57.97,NYC,2021-12-21
-47.65,NYC,2021-12-22
-59.45,NYC,2021-12-23
-61.51,NYC,2021-12-24
-73.19,NYC,2021-12-25
-57.92,NYC,2021-12-26
-58.61,NYC,2021-12-27
-58.69,NYC,2021-12-28
-37,NYC,2021-12-29
-36.67,NYC,2021-12-30
-42.03,NYC,2021-12-31
-68.94,NYC,2022-01-01
-55.17,NYC,2022-01-02
-66.58,NYC,2022-01-03
-72.65,NYC,2022-01-04
-74.76,NYC,2022-01-05
-73.06,NYC,2022-01-06
-69.44,NYC,2022-01-07
-60.04,NYC,2022-01-08
-69.34,NYC,2022-01-09
-78.43,NYC,2022-01-10
-80.68,NYC,2022-01-11
-75.71,NYC,2022-01-12
-72.01,NYC,2022-01-13
-60.4,NYC,2022-01-14
-55.49,NYC,2022-01-15
-55.54,NYC,2022-01-16
-55.99,NYC,2022-01-17
-69.66,NYC,2022-01-18
-69.46,NYC,2022-01-19
-69.3,NYC,2022-01-20
-62.49,NYC,2022-01-21
-53.13,NYC,2022-01-22
-59.53,NYC,2022-01-23
-71.62,NYC,2022-01-24
-67.36,NYC,2022-01-25
-64.75,NYC,2022-01-26
-58.54,NYC,2022-01-27
-60.12,NYC,2022-01-28
-72.69,NYC,2022-01-29
-54.63,NYC,2022-01-30
-72.85,NYC,2022-01-31
-70.27,NYC,2022-02-01
-64.94,NYC,2022-02-02
-56.37,NYC,2022-02-03
-61.97,NYC,2022-02-04
-44.78,NYC,2022-02-05
-52.13,NYC,2022-02-06
-65.44,NYC,2022-02-07
-46.17,NYC,2022-02-08
-55.01,NYC,2022-02-09
-64.19,NYC,2022-02-10
-41.86,NYC,2022-02-11
-32.3,NYC,2022-02-12
-64.61,NYC,2022-02-13
-16.79,NYC,2022-02-14
-52.75,NYC,2022-02-15
-47.73,NYC,2022-02-16
-54.03,NYC,2022-02-17
-49.53,NYC,2022-02-18
-38.73,NYC,2022-02-19
-17.36,NYC,2022-02-20
-27.38,NYC,2022-02-21
-54.79,NYC,2022-02-22
-43.74,NYC,2022-02-23
-49.56,NYC,2022-02-24
-45.09,NYC,2022-02-25
-36.53,NYC,2022-02-26
-39.96,NYC,2022-02-27
-51.93,NYC,2022-02-28
-51.51,NYC,2022-03-01
-50.03,NYC,2022-03-02
-49.36,NYC,2022-03-03
-47.78,NYC,2022-03-04
-41.8,NYC,2022-03-05
-39.83,NYC,2022-03-06
-53.23,NYC,2022-03-07
-45.79,NYC,2022-03-08
-52.91,NYC,2022-03-09
-44.79,NYC,2022-03-10
-44.52,NYC,2022-03-11
-47.88,NYC,2022-03-12
-41.71,NYC,2022-03-13
-44.89,NYC,2022-03-14
-39.52,NYC,2022-03-15
-38.68,NYC,2022-03-16
-45.97,NYC,2022-03-17
-32.16,NYC,2022-03-18
-33.77,NYC,2022-03-19
-37.54,NYC,2022-03-20
-37.64,NYC,2022-03-21
-39.06,NYC,2022-03-22
-44.46,NYC,2022-03-23
-45.39,NYC,2022-03-24
-41.17,NYC,2022-03-25
-38.8,NYC,2022-03-26
-39.54,NYC,2022-03-27
-48.66,NYC,2022-03-28
-43.47,NYC,2022-03-29
-42.5,NYC,2022-03-30
-42.82,NYC,2022-03-31
-37.98,NYC,2022-04-01
-35.64,NYC,2022-04-02
-43.72,NYC,2022-04-03
-41.64,NYC,2022-04-04
-37.31,NYC,2022-04-05
-42.16,NYC,2022-04-06
-43.97,NYC,2022-04-07
-34.72,NYC,2022-04-08
-37.48,NYC,2022-04-09
-36.07,NYC,2022-04-10
-41.61,NYC,2022-04-11
-40.39,NYC,2022-04-12
-41.95,NYC,2022-04-13
-40.99,NYC,2022-04-14
-33.75,NYC,2022-04-15
-28.57,NYC,2022-04-16
-35.91,NYC,2022-04-17
-42.18,NYC,2022-04-18
-45.1,NYC,2022-04-19
-40.94,NYC,2022-04-20
-40.25,NYC,2022-04-21
-30.69,NYC,2022-04-22
-34.4,NYC,2022-04-23
-33.61,NYC,2022-04-24
-50.38,NYC,2022-04-25
-42.09,NYC,2022-04-26
-42.22,NYC,2022-04-27
-44.03,NYC,2022-04-28
-40.85,NYC,2022-04-29
-34.74,NYC,2022-04-30
-31.9,NYC,2022-05-01
-46.84,NYC,2022-05-02
-40.98,NYC,2022-05-03
-43.13,NYC,2022-05-04
-33.29,NYC,2022-05-05
-45.83,NYC,2022-05-06
-41.9,NYC,2022-05-07
-28.51,NYC,2022-05-08
-44.11,NYC,2022-05-09
-39.36,NYC,2022-05-10
-44.22,NYC,2022-05-11
-42.06,NYC,2022-05-12
-41.44,NYC,2022-05-13
-37.38,NYC,2022-05-14
-35.45,NYC,2022-05-15
-47.74,NYC,2022-05-16
-37.65,NYC,2022-05-17
-32.53,NYC,2022-05-18
